Organisation Name,Town/City,County,Type & Rating,Route
Brecons Design & Build Ltd,London,,Worker (A rating),Skilled Worker
BREEZ TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker
Bregal Investments LLP,London,,Worker (A rating),Skilled Worker
Breitling UK Ltd,London,,Worker (A rating),Skilled Worker
BRENPOWER LTD,London,,Worker (A rating),Skilled Worker
Brent Centre for Young People,London,,Worker (A rating),Skilled Worker
Brent Shrine Credit Union Limited t/a My Community Bank,London,,Worker (A rating),Skilled Worker
"Brent, Wandsworth and Westminster Mind",London,,Worker (A rating),Skilled Worker
BRENTA LIMITED,London,England,Worker (A rating),Skilled Worker
Brentford & Ealing Radio Cars Ltd,London,,Worker (A rating),Skilled Worker
Bresand Leisure Limited,London,,Worker (A rating),Skilled Worker
Brett Wilson LLP,London,,Worker (A rating),Skilled Worker
Brevan Howard Asset Management LLP,London,,Worker (A rating),Skilled Worker
Brevevita LTD,London,,Worker (A rating),Skilled Worker
BREW STATION LTD,London,,Worker (A rating),Skilled Worker
Brewery Enterprises Limited,London,,Worker (A rating),Skilled Worker
Brewin Dolphin Limited,London,,Worker (A rating),Skilled Worker
BRG APPLIANCES LIMITED,London,,Worker (A rating),Skilled Worker
BRG INFOTECH LIMITED,London,,Worker (A rating),Skilled Worker
BriceAmery Capital Ltd,London,Greater London,Worker (A rating),Skilled Worker
Brick Lane Bikes Limited,London,,Worker (A rating),Skilled Worker
BRICK LANE MUSLIM FUNERAL SERVICES LIMITED,London,,Worker (A rating),Skilled Worker
Brickendon Consulting Limited,London,,Worker (A rating),Skilled Worker
Bricklane Restaurant Ltd T/A Muhib Restaurant,London,,Worker (A rating),Skilled Worker
Bricklane Technologies Ltd,London,,Worker (A rating),Skilled Worker
Bricks Capital UK ltd,London,,Worker (A rating),Skilled Worker
Bricks Republic Limited,London,England,Worker (A rating),Skilled Worker
Bricks to Blocks Ltd,London,,Worker (A rating),Skilled Worker
Bridal Junction Ltd,London,,Worker (A rating),Skilled Worker
Bridebook Ltd.,London,,Worker (A rating),Skilled Worker
Bridge & Partners Ltd,London,,Worker (A rating),Skilled Worker
Bridge Academy,London,,Worker (A rating),Skilled Worker
Bridge Cross Care LTD,London,,Worker (A rating),Skilled Worker
Bridge House Medical Practice,London,England,Worker (A rating),Skilled Worker
Bridge Invest Ltd,London,,Worker (A rating),Skilled Worker
BRIDGE INVESTMENTS HOLDINGS LIMITED,London,,Worker (A rating),Skilled Worker
Bridge Lane Group Practice,London,,Worker (A rating),Skilled Worker
BRIDGE OF HEARTS CARE LTD,London,,Worker (A rating),Skilled Worker
Bridge Petroleum Limited,London,,Worker (A rating),Skilled Worker
"Bridge UK, Limited",London,,Worker (A rating),Skilled Worker
BRIDGEBIO UK LIMITED,London,,Worker (A rating),Skilled Worker
Bridgefellows Consultancy Limited,London,,Worker (A rating),Skilled Worker
Bridgehaven Services UK Ltd,London,,Worker (A rating),Skilled Worker
Bridgeman Art Library Ltd t/a Bridgeman Images,London,London,Worker (A rating),Skilled Worker
Bridgepark Capital Ltd,London,,Worker (A rating),Skilled Worker
Bridgepoint Advisers Limited,London,,Worker (A rating),Skilled Worker
Bridges Fund Management Limited,London,,Worker (A rating),Skilled Worker
Bridgewater Entertainments Ltd t/aThe Ledbury Restaurant,London,,Worker (A rating),Skilled Worker
Bridgewood & Neitzert Ltd,London,Middlesex,Worker (A rating),Skilled Worker
Briefcase Tech Ltd t/a Briefcase,London,,Worker (A rating),Skilled Worker
Briefcase.News Ltd,London,,Worker (A rating),Skilled Worker
BRIGAD LTD,London,,Worker (A rating),Skilled Worker
Brigade Capital UK LLP,London,,Worker (A rating),Skilled Worker
Brigham Young University Limited,London,,Worker (A rating),Skilled Worker
Bright Blue Campaign,London,,Worker (A rating),Skilled Worker
BRIGHT COURTYARD LONDON LIMITED,London,,Worker (A rating),Skilled Worker
Bright Dry Cleaners,London,,Worker (A rating),Skilled Worker
BRIGHT FAME SERVICES UK LTD,London,,Worker (A rating),Skilled Worker
Bright Fast Food Limited,London,,Worker (A rating),Skilled Worker
Bright Future Care Limited,London,,Worker (A rating),Skilled Worker
BRIGHT GLAZING SYSTEMS LTD,London,,Worker (A rating),Skilled Worker
Bright Metalwork Ltd.,London,United Kingdom,Worker (A rating),Skilled Worker
Bright Origin Nursery Limited,London,,Worker (A rating),Skilled Worker
Bright Partnerships Worldwide Limited,London,,Worker (A rating),Skilled Worker
Bright Pathway Ltd,London,,Worker (A rating),Skilled Worker
Bright Side Staff Ltd,London,,Worker (A rating),Skilled Worker
Bright Sojourner Limited,London,,Worker (A rating),Skilled Worker
BRIGHT STAR BUSINESS HOUSE LIMITED,London,,Worker (A rating),Skilled Worker
BRIGHT STAR LONDON LIMITED,London,,Worker (A rating),Skilled Worker
Bright Start Day Nursery Ltd,London,,Worker (A rating),Skilled Worker
Bright Training & Assessment Ltd,London,,Worker (A rating),Skilled Worker
BRIGHT TUTORS LTD,London,,Worker (A rating),Skilled Worker
BRIGHTCOVE UK LIMITED,London,,Worker (A rating),Skilled Worker
BRIGHTEDGE ACADEMY LIMITED,London,ILFORD,Worker (A rating),Skilled Worker
Brightedge Technologies Limited,London,,Worker (A rating),Skilled Worker
Brighteye Advisors London Limited,London,,Worker (A rating),Skilled Worker
"BrightGen Limited, T/A Credera",London,,Worker (A rating),Skilled Worker
BrightInsight Delivery UK,London,,Worker (A rating),Skilled Worker
BRIGHTMOON PROPERTIES LIMITED,London,,Worker (A rating),Skilled Worker
Brighton Inspection Ltd,London,,Worker (A rating),Skilled Worker
BrightSign Technology Limited,London,,Worker (A rating),Skilled Worker
BrightTalk Limited,London,,Worker (A rating),Skilled Worker
BrightTALK Ltd,London,UK,Worker (A rating),Skilled Worker
Brightway Global Limited,London,,Worker (A rating),Skilled Worker
Brigit's Afternoon Tea,London,,Worker (A rating),Skilled Worker
BRILLANCE UK LIMITED,London,,Worker (A rating),Skilled Worker
Brilliance Real Estate UK LTD,London,,Worker (A rating),Skilled Worker
Brillio Technologies Private Limited,London,,Worker (A rating),Skilled Worker
BRILLIO UK LIMITED,London,,Worker (A rating),Skilled Worker
Brindisa Tapas Kitchens Limited,London,,Worker (A rating),Skilled Worker
Bringg UK Limited,London,,Worker (A rating),Skilled Worker
Bringo Group Ltd,London,,Worker (A rating),Skilled Worker
Brink Technology Ltd,London,,Worker (A rating),Skilled Worker
Brinkworth Design Limited,London,,Worker (A rating),Skilled Worker
Briseide Limited,London,,Worker (A rating),Skilled Worker
Brisen Company Limited,London,,Worker (A rating),Skilled Worker
Bristol Global Mobility Limited,London,,Worker (A rating),Skilled Worker
Bristows Services Limited,London,,Worker (A rating),Skilled Worker
BRIT BAZAR LTD,London,,Worker (A rating),Skilled Worker
Brit College Limited,London,,Worker (A rating),Skilled Worker
Brit Group Services Limited,London,,Worker (A rating),Skilled Worker
Brit Shopfitters Limited,London,Essex,Worker (A rating),Skilled Worker
Brit Solicitors Ltd,London,,Worker (A rating),Skilled Worker
BRITANNIA BUSINESS CONSULTING LIMITED,London,,Worker (A rating),Skilled Worker
Britannia Education Trust,London,,Worker (A rating),Skilled Worker
Britannia Financial Group Limited,London,,Worker (A rating),Skilled Worker
Britannia Global Investments Limited,London,,Worker (A rating),Skilled Worker
Britannia School of Academics Ltd,London,,Worker (A rating),Skilled Worker
BRITANNIA TRADERS LIMITED,London,,Worker (A rating),Skilled Worker
Britbox International Limited,London,,Worker (A rating),Skilled Worker
BRITCENT LTD,London,,Worker (A rating),Skilled Worker
BRITE CONSULTANCY SERVICES LIMITED,London,,Worker (A rating),Skilled Worker
BRITE MANAGEMENT LTD,London,,Worker (A rating),Skilled Worker
Britestone Enterprises Ltd,London,,Worker (A rating),Skilled Worker
British Academy of Jewellery Ltd,London,,Worker (A rating),Skilled Worker
"British Academy Of Songwriters, Composers and Authors",London,,Worker (A rating),Skilled Worker
British Academy,London,,Worker (A rating),Skilled Worker
British American Tobacco Plc,London,,Worker (A rating),Skilled Worker
British Arab Commercial Bank Limited,London,,Worker (A rating),Skilled Worker
British Asian Trust,London,,Worker (A rating),Skilled Worker
British Association for Performing Arts Medicine,London,,Worker (A rating),Skilled Worker
British Association for the Advancement of Science,London,,Worker (A rating),Skilled Worker
British Association of Dermatologists,London,,Worker (A rating),Skilled Worker
British Beer and Pub Association,London,,Worker (A rating),Skilled Worker
British Board of Film Classification,London,,Worker (A rating),Skilled Worker
British Council,London,,Worker (A rating),Skilled Worker
British Deaf Association,London,,Worker (A rating),Skilled Worker
British Editorial Society of Bone & Joint Surgery,London,,Worker (A rating),Skilled Worker
British Heart Foundation,London,,Worker (A rating),Skilled Worker
British Home and Hospital for the incurables,London,,Worker (A rating),Skilled Worker
BRITISH HORSERACING AUTHORITY,London,,Worker (A rating),Skilled Worker
British International Investment plc,London,,Worker (A rating),Skilled Worker
British Library,London,,Worker (A rating),Skilled Worker
British Olympic Association,London,,Worker (A rating),Skilled Worker
British Psychotherapy Foundation,London,United Kingdom,Worker (A rating),Skilled Worker
British Red Cross,London,,Worker (A rating),Skilled Worker
British Retail Consortium,London,,Worker (A rating),Skilled Worker
British Society for Rheumatology,London,,Worker (A rating),Skilled Worker
British Standards Institution,London,,Worker (A rating),Skilled Worker
British Water,London,,Worker (A rating),Skilled Worker
Britona Limited,London,,Worker (A rating),Skilled Worker
Brits Energy Limited,London,London,Worker (A rating),Skilled Worker
Brittania Accounting Services Limited,London,Essex,Worker (A rating),Skilled Worker
Brittania Consultancy Services Ltd,London,,Worker (A rating),Skilled Worker
Britzke Nutrition Ltd.,London,,Worker (A rating),Skilled Worker
BRIXTON DIY CENTRE LTD,London,,Worker (A rating),Skilled Worker
Brixton Foods Halal Meat LTD,London,,Worker (A rating),Skilled Worker
Brixton Town Store,London,,Worker (A rating),Skilled Worker
Brixton Visionplus Limited t/a Specsavers,London,,Worker (A rating),Skilled Worker
Brixton's Best Foods Limited,London,,Worker (A rating),Skilled Worker
BRO & BROTHERS LIMITED,London,,Worker (A rating),Skilled Worker
Broad Fintech Ltd,London,,Worker (A rating),Skilled Worker
Broad Reach,London,,Worker (A rating),Skilled Worker
BROADLOOK LTD,London,,Worker (A rating),Skilled Worker
Broadridge Financial Solutions Ltd,London,,Worker (A rating),Skilled Worker
Broadstone Corporate Benefits Limited,London,,Worker (A rating),Skilled Worker
Broadway Dental Surgery,London,Barnet,Worker (A rating),Skilled Worker
Broadway Malyan Holdings Limited,London,,Worker (A rating),Skilled Worker
BROADWAY SUPERMARKET LIMITED,London,,Worker (A rating),Skilled Worker
Broadwick Soho,London,,Worker (A rating),Skilled Worker
BROCKLEY TECH LTD,London,,Worker (A rating),Skilled Worker
Brockmans Gin Limited,London,,Worker (A rating),Skilled Worker
Brockwell Gate Ltd (T/A Brockwell Care),London,,Worker (A rating),Skilled Worker
Brodie Neill Limited,London,,Worker (A rating),Skilled Worker
BROMBAL UK LIMITED,London,,Worker (A rating),Skilled Worker
Bromley and Croydon Women's Aid,London,,Worker (A rating),Skilled Worker
Bromley Capital Partners (UK) LTD,London,,Worker (A rating),Skilled Worker
Brondesbury Medical Centre,London,,Worker (A rating),Skilled Worker
Bronson's Burgers Ltd,London,,Worker (A rating),Skilled Worker
Bronte Film and Television Limited,London,,Worker (A rating),Skilled Worker
Bronzemarch Trading Limited T/A Hare and Tortoise,London,,Worker (A rating),Skilled Worker
Bronzewood Construction Limited,London,,Worker (A rating),Skilled Worker
Brook Green Supply Limited,London,,Worker (A rating),Skilled Worker
Brook House Care Ltd,London,,Worker (A rating),Skilled Worker
Brook House Guernsey Ltd,London,,Worker (A rating),Skilled Worker
Brook Street Planning Ltd,London,,Worker (A rating),Skilled Worker
Brookemead Associates Ltd,London,,Worker (A rating),Skilled Worker
Brookes Home Care Services Limited,London,Willesden,Worker (A rating),Skilled Worker
BROOKFIELD ASSET MANAGER (UK) HOLDCO LIMITED,London,,Worker (A rating),Skilled Worker
Brookfield Global Asset Management Limited,London,,Worker (A rating),Skilled Worker
BROOKFIELD UK EMPLOYEE CO LIMITED,London,,Worker (A rating),Skilled Worker
BROOKLAND PARTNERS LLP,London,,Worker (A rating),Skilled Worker
Brooklands FS Limited,London,Greater London,Worker (A rating),Skilled Worker
BROOKLYN DOUBLE GLAZING LIMITED,London,,Worker (A rating),Skilled Worker
Brooks Estate Agents LTD,London,,Worker (A rating),Skilled Worker
Brooks Murray Architects Limited,London,,Worker (A rating),Skilled Worker
Brook's,London,,Worker (A rating),Skilled Worker
BROOKSTREET EQUITY PARTNERS LLP,London,,Worker (A rating),Skilled Worker
Broome End Ltd,London,,Worker (A rating),Skilled Worker
BRORRITOS BROCKLEY LIMITED T/A BRORRITOS,London,,Worker (A rating),Skilled Worker
Brother Marcus Limited,London,,Worker (A rating),Skilled Worker
BROTHERS ACCOUNTANTS LTD,London,,Worker (A rating),Skilled Worker
Brothers Bridge Technology Ltd,London,,Worker (A rating),Skilled Worker
Brothers Cake & Patisserie Ltd,London,,Worker (A rating),Skilled Worker
Brothers Food and Wine Limited,London,,Worker (A rating),Skilled Worker
BROTHERS HALAL BUTCHERS LIMITED,London,,Worker (A rating),Skilled Worker
BROTHERS JOINERY LIMITED,London,,Worker (A rating),Skilled Worker
BROTHERS LONDON CATERING LTD,London,MIDDLESEX,Worker (A rating),Skilled Worker
Browan Solicitors Ltd,London,,Worker (A rating),Skilled Worker
Brown & Brown (Europe) Limited,London,,Worker (A rating),Skilled Worker
Brown Advisory Limited,London,,Worker (A rating),Skilled Worker
Brown Brothers Harriman Investor Services Limited,London,,Worker (A rating),Skilled Worker
Brown Rudnick LLP,London,,Worker (A rating),Skilled Worker
Brown Shipley & Co Limited,London,,Worker (A rating),Skilled Worker
"Brown-Forman Beverages, Europe, Limited",London,,Worker (A rating),Skilled Worker
Browning & Associates Ltd.,London,,Worker (A rating),Skilled Worker
Browns (South Molton Street) Limited,London,,Worker (A rating),Skilled Worker
Browns 1934 Ltd,London,,Worker (A rating),Skilled Worker
BRR Media Limited,London,,Worker (A rating),Skilled Worker
BRR WHOLESALE LTD,London,,Worker (A rating),Skilled Worker
BRS London Limited,London,,Worker (A rating),Skilled Worker
Bruce Grove Primary Health Care Centre,London,,Worker (A rating),Skilled Worker
Brummer & Partners Asset Management (UK) Ltd.,London,,Worker (A rating),Skilled Worker
Brunello Cucinelli (England) Limited,London,,Worker (A rating),Skilled Worker
BRUNSWICK CARE SERVICES LTD,London,,Worker (A rating),Skilled Worker
Brunswick Consultants LTD,London,,Worker (A rating),Skilled Worker
Brunswick House Cafe Limited,London,,Worker (A rating),Skilled Worker
Bruton Bond Limited,London,London,Worker (A rating),Skilled Worker
BRYAN & PARTNERS LTD,London,,Worker (A rating),Skilled Worker
Bryan Cave Leighton Paisner LLP,London,,Worker (A rating),Skilled Worker
BRYAN GARNIER & CO. LIMITED,London,,Worker (A rating),Skilled Worker
Bryanston Nursery@Marble Arch LTD,London,,Worker (A rating),Skilled Worker
Bryden Wood Ltd,London,,Worker (A rating),Skilled Worker
Brydg Capital LTD,London,Greater London,Worker (A rating),Skilled Worker
Brymore Care Homes Ltd,London,,Worker (A rating),Skilled Worker
Bryncae Legal Ltd,London,,Worker (A rating),Skilled Worker
Bryter,London,,Worker (A rating),Skilled Worker
BS MEDIA LTD,London,,Worker (A rating),Skilled Worker
BS&T Digital Limited,London,,Worker (A rating),Skilled Worker
BSB Construction Ltd,London,,Worker (A rating),Skilled Worker
BSBL UK Limited,London,,Worker (A rating),Skilled Worker
BSF International Ltd,London,England,Worker (A rating),Skilled Worker
BSGS College Limited,London,,Worker (A rating),Skilled Worker
BSI Merch,London,,Worker (A rating),Skilled Worker
BSIP WALTHAMSTOW FOODS LTS,London,LONDON,Worker (A rating),Skilled Worker
BSL NOW! Ltd,London,London,Worker (A rating),Skilled Worker
BSM NEWS LTD,London,,Worker (A rating),Skilled Worker
BSMART London Limited,London,,Worker (A rating),Skilled Worker
BSO Network Solutions Ltd,London,,Worker (A rating),Skilled Worker
BSQUARE TEXTILE LIMITED,London,Mayfair,Worker (A rating),Skilled Worker
BSSCM UK LTD,London,,Worker (A rating),Skilled Worker
B-Stock Solutions Ltd,London,,Worker (A rating),Skilled Worker
BT Group,London,,Worker (A rating),Skilled Worker
BT Pension Scheme Management Limited,London,,Worker (A rating),Skilled Worker
BTG Pactual (UK) Limited,London,,Worker (A rating),Skilled Worker
BTIG Limited,London,,Worker (A rating),Skilled Worker
BTL NETWORK LTD T/a Paytap,London,,Worker (A rating),Skilled Worker
BTLTIMES.COM LTD,London,,Worker (A rating),Skilled Worker
BTM INTERNATIONAL UK LTD,London,Middlesex,Worker (A rating),Skilled Worker
BTRT Ltd,London,,Worker (A rating),Skilled Worker
BTS in London Limited,London,London,Worker (A rating),Skilled Worker
BTVK Advisory LLP,London,,Worker (A rating),Skilled Worker
Bubble Nation Limited TA Bubble & Scoop,London,,Worker (A rating),Skilled Worker
Bubbleology UK-I Limited,London,,Worker (A rating),Skilled Worker
Bubbles - Boba Tea Ltd,London,,Worker (A rating),Skilled Worker
